model, entity URI, belief
human, http://human.owl#NCI_C12539, 4
human, http://human.owl#NCI_C33774, 10
human, http://human.owl#NCI_C32983, 49
human, http://human.owl#NCI_C41267, 4
human, http://human.owl#NCI_C32264, 33
human, http://human.owl#NCI_C32997, 29
human, http://human.owl#NCI_C17145, 6
human, http://human.owl#NCI_C32052, 5
human, http://human.owl#NCI_C32108, 27
human, http://human.owl#NCI_C33285, 4
human, http://human.owl#NCI_C32374, 153
human, http://human.owl#NCI_C12907, 14
human, http://human.owl#NCI_C13013, 13
human, http://human.owl#NCI_C32162, 61
human, http://human.owl#NCI_C12971, 45
human, http://human.owl#NCI_C33148, 24
human, http://human.owl#NCI_C33224, 45
human, http://human.owl#NCI_C32430, 11
human, http://human.owl#NCI_C33395, 96
human, http://human.owl#NCI_C12714, 16
human, http://human.owl#NCI_C53058, 96
human, http://human.owl#NCI_C32713, 72
human, http://human.owl#NCI_C32540, 12
human, http://human.owl#NCI_C12482, 20
human, http://human.owl#NCI_C33487, 5
human, http://human.owl#NCI_C12496, 49
human, http://human.owl#NCI_C48589, 25
human, http://human.owl#NCI_C12421, 12
human, http://human.owl#NCI_C32823, 8
human, http://human.owl#NCI_C52746, 13
human, http://human.owl#NCI_C32277, 13
human, http://human.owl#NCI_C49240, 4
human, http://human.owl#NCI_C33618, 77
human, http://human.owl#NCI_C32065, 153
human, http://human.owl#NCI_C12874, 5
human, http://human.owl#NCI_C52842, 8
human, http://human.owl#NCI_C12617, 6
human, http://human.owl#NCI_C49254, 4
human, http://human.owl#NCI_C52856, 77
human, http://human.owl#NCI_C12666, 11
human, http://human.owl#NCI_C33904, 204
human, http://human.owl#NCI_C12984, 6
human, http://human.owl#NCI_C33460, 40
human, http://human.owl#NCI_C32616, 35
human, http://human.owl#NCI_C12727, 41
human, http://human.owl#NCI_C33203, 29
human, http://human.owl#NCI_C32665, 96
human, http://human.owl#NCI_C12776, 98
human, http://human.owl#NCI_C52704, 108
human, http://human.owl#NCI_C33898, 12
human, http://human.owl#NCI_C32250, 8
human, http://human.owl#NCI_C12324, 31
human, http://human.owl#NCI_C33570, 12
human, http://human.owl#NCI_C32726, 153
human, http://human.owl#NCI_C12832, 27
human, http://human.owl#NCI_C33313, 16
human, http://human.owl#NCI_C13096, 76
human, http://human.owl#NCI_C32533, 61
human, http://human.owl#NCI_C12312, 39
human, http://human.owl#NCI_C32360, 5
human, http://human.owl#NCI_C33063, 28
human, http://human.owl#NCI_C39567, 19
human, http://human.owl#NCI_C12679, 195
human, http://human.owl#NCI_C48695, 22
human, http://human.owl#NCI_C32393, 8
human, http://human.owl#NCI_C13005, 25
human, http://human.owl#NCI_C33473, 7
human, http://human.owl#NCI_C33216, 13
human, http://human.owl#NCI_C33724, 14
human, http://human.owl#NCI_C12274, 61
human, http://human.owl#NCI_C32436, 3
human, http://human.owl#NCI_C33738, 27
human, http://human.owl#NCI_C32947, 8
human, http://human.owl#NCI_C33270, 42
human, http://human.owl#NCI_C32485, 25
human, http://human.owl#NCI_C32228, 153
human, http://human.owl#NCI_C52771, 12
human, http://human.owl#NCI_C32546, 20
human, http://human.owl#NCI_C12652, 13
human, http://human.owl#NCI_C32595, 8
human, http://human.owl#NCI_C13179, 26
human, http://human.owl#NCI_C33431, 20
human, http://human.owl#NCI_C49136, 8
human, http://human.owl#NCI_C32338, 5
human, http://human.owl#NCI_C38333, 26
human, http://human.owl#NCI_C12427, 6
human, http://human.owl#NCI_C33369, 10
human, http://human.owl#NCI_C12762, 50
human, http://human.owl#NCI_C49485, 4
human, http://human.owl#NCI_C32131, 15
human, http://human.owl#NCI_C49246, 19
human, http://human.owl#NCI_C49295, 5
human, http://human.owl#NCI_C33166, 16
human, http://human.owl#NCI_C13082, 167
human, http://human.owl#NCI_C52685, 77
human, http://human.owl#NCI_C48258, 8
human, http://human.owl#NCI_C12287, 9
human, http://human.owl#NCI_C32657, 7
human, http://human.owl#NCI_C33620, 15
human, http://human.owl#NCI_C33839, 19
human, http://human.owl#NCI_C32767, 13
human, http://human.owl#NCI_C52750, 10
human, http://human.owl#NCI_C12838, 79
human, http://human.owl#NCI_C33319, 44
human, http://human.owl#NCI_C33322, 29
human, http://human.owl#NCI_C32295, 49
human, http://human.owl#NCI_C13040, 67
human, http://human.owl#NCI_C33883, 103
human, http://human.owl#NCI_C52860, 4
human, http://human.owl#NCI_C33069, 8
human, http://human.owl#NCI_C12948, 75
human, http://human.owl#NCI_C33424, 4
human, http://human.owl#NCI_C12755, 14
human, http://human.owl#NCI_C45236, 7
human, http://human.owl#NCI_C48687, 4
human, http://human.owl#NCI_C32099, 10
human, http://human.owl#NCI_C33534, 5
human, http://human.owl#NCI_C38436, 18
human, http://human.owl#NCI_C12533, 8
human, http://human.owl#NCI_C12266, 84
human, http://human.owl#NCI_C12342, 44
human, http://human.owl#NCI_C32324, 4
human, http://human.owl#NCI_C27089, 74
human, http://human.owl#NCI_C32477, 8
human, http://human.owl#NCI_C52763, 14
human, http://human.owl#NCI_C43229, 12
human, http://human.owl#NCI_C33659, 4
human, http://human.owl#NCI_C12358, 20
human, http://human.owl#NCI_C33152, 30
human, http://human.owl#NCI_C32587, 10
human, http://human.owl#NCI_C33437, 6
human, http://human.owl#NCI_C38339, 6
human, http://human.owl#NCI_C12927, 40
human, http://human.owl#NCI_C13033, 51
human, http://human.owl#NCI_C12468, 43
human, http://human.owl#NCI_C53052, 77
human, http://human.owl#NCI_C12768, 31
human, http://human.owl#NCI_C33244, 42
human, http://human.owl#NCI_C33491, 6
human, http://human.owl#NCI_C38625, 61
human, http://human.owl#NCI_C13411, 7
human, http://human.owl#NCI_C32916, 40
human, http://human.owl#NCI_C32281, 24
human, http://human.owl#NCI_C33354, 7
human, http://human.owl#NCI_C52959, 108
human, http://human.owl#NCI_C32970, 8
human, http://human.owl#NCI_C33612, 5
human, http://human.owl#NCI_C32317, 5
human, http://human.owl#NCI_C53007, 108
human, http://human.owl#NCI_C12670, 8
human, http://human.owl#NCI_C33661, 4
human, http://human.owl#NCI_C32085, 7
human, http://human.owl#NCI_C12879, 7
human, http://human.owl#NCI_C32642, 39
human, http://human.owl#NCI_C38341, 7
human, http://human.owl#NCI_C12780, 74
human, http://human.owl#NCI_C49274, 12
human, http://human.owl#NCI_C13046, 108
human, http://human.owl#NCI_C32878, 153
human, http://human.owl#NCI_C12989, 25
human, http://human.owl#NCI_C32195, 18
human, http://human.owl#NCI_C52917, 108
human, http://human.owl#NCI_C12823, 44
human, http://human.owl#NCI_C33765, 84
human, http://human.owl#NCI_C49581, 4
human, http://human.owl#NCI_C33526, 7
human, http://human.owl#NCI_C32988, 5
human, http://human.owl#NCI_C52971, 108
human, http://human.owl#NCI_C13111, 74
human, http://human.owl#NCI_C32269, 61
human, http://human.owl#NCI_C53155, 108
human, http://human.owl#NCI_C12383, 84
human, http://human.owl#NCI_C33847, 153
human, http://human.owl#NCI_C12454, 33
human, http://human.owl#NCI_C12683, 28
human, http://human.owl#NCI_C13270, 7
human, http://human.owl#NCI_C12719, 20
human, http://human.owl#NCI_C49600, 6
human, http://human.owl#NCI_C12699, 44
human, http://human.owl#NCI_C33478, 7
human, http://human.owl#NCI_C49767, 18
human, http://human.owl#NCI_C13039, 51
human, http://human.owl#NCI_C49594, 49
human, http://human.owl#NCI_C32698, 5
human, http://human.owl#NCI_C33820, 6
human, http://human.owl#NCI_C52737, 4
human, http://human.owl#NCI_C13173, 21
human, http://human.owl#NCI_C45805, 74
human, http://human.owl#NCI_C52791, 8
human, http://human.owl#NCI_C33930, 9
human, http://human.owl#NCI_C52847, 77
human, http://human.owl#NCI_C13456, 22
human, http://human.owl#NCI_C53016, 108
human, http://human.owl#NCI_C33667, 14
human, http://human.owl#NCI_C32901, 7
human, http://human.owl#NCI_C33160, 63
human, http://human.owl#NCI_C49310, 6
human, http://human.owl#NCI_C12440, 153
human, http://human.owl#NCI_C32136, 10
human, http://human.owl#NCI_C49324, 4
human, http://human.owl#NCI_C53070, 108
human, http://human.owl#NCI_C33040, 27
human, http://human.owl#NCI_C38626, 143
human, http://human.owl#NCI_C33318, 5
human, http://human.owl#NCI_C13087, 31
human, http://human.owl#NCI_C12303, 12
human, http://human.owl#NCI_C12550, 7
human, http://human.owl#NCI_C33833, 153
human, http://human.owl#NCI_C53180, 108
human, http://human.owl#NCI_C32934, 30
human, http://human.owl#NCI_C32761, 19
human, http://human.owl#NCI_C12864, 5
human, http://human.owl#NCI_C52800, 4
human, http://human.owl#NCI_C33640, 28
human, http://human.owl#NCI_C32863, 61
human, http://human.owl#NCI_C52902, 108
human, http://human.owl#NCI_C13166, 66
human, http://human.owl#NCI_C32606, 153
human, http://human.owl#NCI_C33750, 5
human, http://human.owl#NCI_C32039, 25
human, http://human.owl#NCI_C12389, 41
human, http://human.owl#NCI_C12968, 74
human, http://human.owl#NCI_C13276, 4
human, http://human.owl#NCI_C32093, 9
human, http://human.owl#NCI_C33261, 6
human, http://human.owl#NCI_C12260, 84
human, http://human.owl#NCI_C33028, 27
human, http://human.owl#NCI_C33199, 28
human, http://human.owl#NCI_C33275, 12
human, http://human.owl#NCI_C38639, 6
human, http://human.owl#NCI_C32471, 8
human, http://human.owl#NCI_C33812, 109
human, http://human.owl#NCI_C33138, 18
human, http://human.owl#NCI_C12362, 19
human, http://human.owl#NCI_C12418, 41
human, http://human.owl#NCI_C33826, 82
human, http://human.owl#NCI_C33653, 33
human, http://human.owl#NCI_C53048, 96
human, http://human.owl#NCI_C32754, 19
human, http://human.owl#NCI_C12684, 27
human, http://human.owl#NCI_C33922, 5
human, http://human.owl#NCI_C12472, 10
human, http://human.owl#NCI_C12921, 14
human, http://human.owl#NCI_C32683, 25
human, http://human.owl#NCI_C41452, 3
human, http://human.owl#NCI_C12970, 153
human, http://human.owl#NCI_C52561, 108
human, http://human.owl#NCI_C52722, 4
human, http://human.owl#NCI_C33457, 40
human, http://human.owl#NCI_C32920, 40
human, http://human.owl#NCI_C12850, 21
human, http://human.owl#NCI_C49316, 9
human, http://human.owl#NCI_C33567, 5
human, http://human.owl#NCI_C52755, 9
human, http://human.owl#NCI_C13152, 4
human, http://human.owl#NCI_C12587, 10
human, http://human.owl#NCI_C12566, 6
human, http://human.owl#NCI_C33095, 29
human, http://human.owl#NCI_C32311, 10
human, http://human.owl#NCI_C41410, 11
human, http://human.owl#NCI_C12309, 39
human, http://human.owl#NCI_C12375, 84
human, http://human.owl#NCI_C33874, 84
human, http://human.owl#NCI_C12238, 27
human, http://human.owl#NCI_C33646, 25
human, http://human.owl#NCI_C32574, 59
human, http://human.owl#NCI_C32869, 29
human, http://human.owl#NCI_C12292, 61
human, http://human.owl#NCI_C33756, 31
human, http://human.owl#NCI_C49794, 7
human, http://human.owl#NCI_C13066, 84
human, http://human.owl#NCI_C42884, 12
human, http://human.owl#NCI_C33520, 25
human, http://human.owl#NCI_C32246, 153
human, http://human.owl#NCI_C12828, 6
human, http://human.owl#NCI_C32740, 40
human, http://human.owl#NCI_C32532, 15
human, http://human.owl#NCI_C52768, 14
human, http://human.owl#NCI_C33387, 14
human, http://human.owl#NCI_C32412, 31
human, http://human.owl#NCI_C33714, 7
human, http://human.owl#NCI_C49601, 9
human, http://human.owl#NCI_C33867, 15
human, http://human.owl#NCI_C33694, 8
human, http://human.owl#NCI_C16374, 6
human, http://human.owl#NCI_C53057, 13
human, http://human.owl#NCI_C33482, 4
human, http://human.owl#NCI_C32128, 9
human, http://human.owl#NCI_C43374, 31
human, http://human.owl#NCI_C34034, 16
human, http://human.owl#NCI_C12481, 51
human, http://human.owl#NCI_C33230, 61
human, http://human.owl#NCI_C32692, 5
human, http://human.owl#NCI_C32435, 9
human, http://human.owl#NCI_C32961, 4
human, http://human.owl#NCI_C28460, 74
human, http://human.owl#NCI_C33513, 62
human, http://human.owl#NCI_C33340, 108
human, http://human.owl#NCI_C32975, 16
human, http://human.owl#NCI_C33617, 33
human, http://human.owl#NCI_C32718, 49
human, http://human.owl#NCI_C12648, 8
human, http://human.owl#NCI_C39300, 9
human, http://human.owl#NCI_C48940, 9
human, http://human.owl#NCI_C32352, 9
human, http://human.owl#NCI_C32647, 84
human, http://human.owl#NCI_C41416, 9
human, http://human.owl#NCI_C32140, 3
human, http://human.owl#NCI_C33373, 5
human, http://human.owl#NCI_C38630, 39
human, http://human.owl#NCI_C12814, 139
human, http://human.owl#NCI_C12551, 27
human, http://human.owl#NCI_C33687, 4
human, http://human.owl#NCI_C42766, 12
human, http://human.owl#NCI_C13081, 7
human, http://human.owl#NCI_C33045, 61
human, http://human.owl#NCI_C33465, 8
human, http://human.owl#NCI_C53146, 19
human, http://human.owl#NCI_C13116, 7
human, http://human.owl#NCI_C33797, 8
human, http://human.owl#NCI_C33059, 13
human, http://human.owl#NCI_C32801, 19
human, http://human.owl#NCI_C12796, 19
human, http://human.owl#NCI_C12570, 7
human, http://human.owl#NCI_C32255, 84
human, http://human.owl#NCI_C33853, 21
human, http://human.owl#NCI_C12584, 13
human, http://human.owl#NCI_C32781, 79
human, http://human.owl#NCI_C32043, 4
human, http://human.owl#NCI_C32600, 5
human, http://human.owl#NCI_C32795, 25
human, http://human.owl#NCI_C52834, 8
human, http://human.owl#NCI_C49232, 4
human, http://human.owl#NCI_C32538, 30
human, http://human.owl#NCI_C32365, 4
human, http://human.owl#NCI_C33706, 14
human, http://human.owl#NCI_C12256, 84
human, http://human.owl#NCI_C38325, 13
human, http://human.owl#NCI_C13318, 11
human, http://human.owl#NCI_C12705, 14
human, http://human.owl#NCI_C32467, 8
human, http://human.owl#NCI_C33193, 110
human, http://human.owl#NCI_C32704, 4
human, http://human.owl#NCI_C12807, 74
human, http://human.owl#NCI_C12634, 9
human, http://human.owl#NCI_C32169, 77
human, http://human.owl#NCI_C13074, 6
human, http://human.owl#NCI_C33295, 7
human, http://human.owl#NCI_C12412, 43
human, http://human.owl#NCI_C52769, 14
human, http://human.owl#NCI_C32814, 6
human, http://human.owl#NCI_C53042, 108
human, http://human.owl#NCI_C52557, 4
human, http://human.owl#NCI_C32967, 4
human, http://human.owl#NCI_C32113, 13
human, http://human.owl#NCI_C32906, 11
human, http://human.owl#NCI_C32896, 40
human, http://human.owl#NCI_C32420, 61
human, http://human.owl#NCI_C53061, 96
human, http://human.owl#NCI_C52935, 108
human, http://human.owl#NCI_C48946, 4
human, http://human.owl#NCI_C32639, 20
human, http://human.owl#NCI_C33451, 4
human, http://human.owl#NCI_C32358, 79
human, http://human.owl#NCI_C33783, 35
human, http://human.owl#NCI_C12782, 23
human, http://human.owl#NCI_C12591, 7
human, http://human.owl#NCI_C33561, 4
human, http://human.owl#NCI_C32287, 153
human, http://human.owl#NCI_C33304, 25
human, http://human.owl#NCI_C12869, 4
human, http://human.owl#NCI_C32524, 21
human, http://human.owl#NCI_C13157, 32
human, http://human.owl#NCI_C12405, 42
human, http://human.owl#NCI_C12737, 44
human, http://human.owl#NCI_C12740, 10
human, http://human.owl#NCI_C32787, 4
human, http://human.owl#NCI_C49224, 16
human, http://human.owl#NCI_C53131, 4
human, http://human.owl#NCI_C13101, 14
human, http://human.owl#NCI_C34061, 96
human, http://human.owl#NCI_C12515, 4
human, http://human.owl#NCI_C38574, 5
human, http://human.owl#NCI_C33969, 53
human, http://human.owl#NCI_C13060, 9
human, http://human.owl#NCI_C43617, 5
human, http://human.owl#NCI_C32240, 9
human, http://human.owl#NCI_C33014, 49
human, http://human.owl#NCI_C33817, 153
human, http://human.owl#NCI_C32745, 15
human, http://human.owl#NCI_C33554, 39
human, http://human.owl#NCI_C33124, 153
human, http://human.owl#NCI_C32044, 11
human, http://human.owl#NCI_C12689, 8
human, http://human.owl#NCI_C52788, 8
human, http://human.owl#NCI_C33927, 16
human, http://human.owl#NCI_C13015, 12
human, http://human.owl#NCI_C32344, 10
human, http://human.owl#NCI_C33861, 32
human, http://human.owl#NCI_C12926, 8
human, http://human.owl#NCI_C32154, 10
human, http://human.owl#NCI_C25177, 74
human, http://human.owl#NCI_C12225, 4
human, http://human.owl#NCI_C52898, 108
human, http://human.owl#NCI_C33512, 62
human, http://human.owl#NCI_C32187, 15
human, http://human.owl#NCI_C26618, 74
human, http://human.owl#NCI_C33249, 6
human, http://human.owl#NCI_C12642, 3
human, http://human.owl#NCI_C52741, 4
human, http://human.owl#NCI_C49300, 10
human, http://human.owl#NCI_C32057, 7
human, http://human.owl#NCI_C13416, 74
human, http://human.owl#NCI_C33637, 8
human, http://human.owl#NCI_C32565, 4
human, http://human.owl#NCI_C32641, 4
human, http://human.owl#NCI_C17008, 6
human, http://human.owl#NCI_C33117, 12
human, http://human.owl#NCI_C52851, 4
human, http://human.owl#NCI_C32579, 10
human, http://human.owl#NCI_C32910, 30
human, http://human.owl#NCI_C33415, 5
human, http://human.owl#NCI_C33747, 20
human, http://human.owl#NCI_C12446, 6
human, http://human.owl#NCI_C33681, 8
human, http://human.owl#NCI_C32848, 4
human, http://human.owl#NCI_C12746, 4
human, http://human.owl#NCI_C53376, 74
human, http://human.owl#NCI_C12507, 74
human, http://human.owl#NCI_C13142, 35
human, http://human.owl#NCI_C12556, 4
human, http://human.owl#NCI_C53140, 98
human, http://human.owl#NCI_C33791, 6
human, http://human.owl#NCI_C49279, 6
human, http://human.owl#NCI_C52669, 8
human, http://human.owl#NCI_C12349, 6
human, http://human.owl#NCI_C33595, 8
human, http://human.owl#NCI_C33700, 6
human, http://human.owl#NCI_C33189, 6
human, http://human.owl#NCI_C12250, 41
human, http://human.owl#NCI_C32620, 32
human, http://human.owl#NCI_C32385, 40
human, http://human.owl#NCI_C32461, 7
human, http://human.owl#NCI_C13024, 74
human, http://human.owl#NCI_C12459, 155
human, http://human.owl#NCI_C32399, 4
human, http://human.owl#NCI_C52719, 3
human, http://human.owl#NCI_C32730, 11
human, http://human.owl#NCI_C33235, 35
human, http://human.owl#NCI_C12801, 222
human, http://human.owl#NCI_C33504, 15
human, http://human.owl#NCI_C52773, 9
human, http://human.owl#NCI_C33518, 7
human, http://human.owl#NCI_C33345, 4
human, http://human.owl#NCI_C33032, 23
human, http://human.owl#NCI_C12911, 74
human, http://human.owl#NCI_C33498, 7
human, http://human.owl#NCI_C52551, 3
human, http://human.owl#NCI_C12891, 27
human, http://human.owl#NCI_C32308, 5
human, http://human.owl#NCI_C12432, 41
human, http://human.owl#NCI_C32834, 8
human, http://human.owl#NCI_C33142, 8
human, http://human.owl#NCI_C53062, 96
human, http://human.owl#NCI_C32118, 27
human, http://human.owl#NCI_C32890, 35
human, http://human.owl#NCI_C49306, 9
human, http://human.owl#NCI_C32633, 10
human, http://human.owl#NCI_C52796, 8
human, http://human.owl#NCI_C12542, 17
human, http://human.owl#NCI_C49265, 16
human, http://human.owl#NCI_C41270, 39
human, http://human.owl#NCI_C53172, 110
human, http://human.owl#NCI_C32926, 14
human, http://human.owl#NCI_C32440, 7
human, http://human.owl#NCI_C28401, 153
human, http://human.owl#NCI_C49192, 13
human, http://human.owl#NCI_C34008, 8
human, http://human.owl#NCI_C13401, 11
human, http://human.owl#NCI_C33622, 46
human, http://human.owl#NCI_C12787, 41
human, http://human.owl#NCI_C32550, 167
human, http://human.owl#NCI_C52962, 108
human, http://human.owl#NCI_C12621, 35
human, http://human.owl#NCI_C12596, 30
human, http://human.owl#NCI_C33581, 21
human, http://human.owl#NCI_C13148, 21
human, http://human.owl#NCI_C33400, 5
human, http://human.owl#NCI_C32786, 4
human, http://human.owl#NCI_C33338, 83
human, http://human.owl#NCI_C12731, 17
human, http://human.owl#NCI_C48663, 31
human, http://human.owl#NCI_C53075, 108
human, http://human.owl#NCI_C33645, 7
human, http://human.owl#NCI_C12242, 50
human, http://human.owl#NCI_C32939, 9
human, http://human.owl#NCI_C12291, 4
human, http://human.owl#NCI_C13106, 74
human, http://human.owl#NCI_C32626, 153
human, http://human.owl#NCI_C32453, 8
human, http://human.owl#NCI_C12535, 35
human, http://human.owl#NCI_C13065, 9
human, http://human.owl#NCI_C32993, 84
human, http://human.owl#NCI_C33811, 153
human, http://human.owl#NCI_C12334, 5
human, http://human.owl#NCI_C32736, 24
human, http://human.owl#NCI_C12842, 4
human, http://human.owl#NCI_C32104, 153
human, http://human.owl#NCI_C52782, 9
human, http://human.owl#NCI_C12903, 20
human, http://human.owl#NCI_C40336, 153
human, http://human.owl#NCI_C33220, 62
human, http://human.owl#NCI_C32411, 86
human, http://human.owl#NCI_C33391, 5
human, http://human.owl#NCI_C12367, 31
human, http://human.owl#NCI_C33158, 22
human, http://human.owl#NCI_C32349, 29
human, http://human.owl#NCI_C52892, 108
human, http://human.owl#NCI_C12438, 13
human, http://human.owl#NCI_C32951, 8
human, http://human.owl#NCI_C45713, 17
human, http://human.owl#NCI_C49347, 6
human, http://human.owl#NCI_C12477, 10
human, http://human.owl#NCI_C12548, 74
human, http://human.owl#NCI_C38617, 91
human, http://human.owl#NCI_C13183, 13
human, http://human.owl#NCI_C32688, 7
human, http://human.owl#NCI_C52727, 49
human, http://human.owl#NCI_C49140, 5
human, http://human.owl#NCI_C52696, 4
human, http://human.owl#NCI_C38671, 5
human, http://human.owl#NCI_C32061, 7
human, http://human.owl#NCI_C13420, 9
human, http://human.owl#NCI_C12855, 10
human, http://human.owl#NCI_C33116, 5
human, http://human.owl#NCI_C33631, 21
human, http://human.owl#NCI_C49250, 5
human, http://human.owl#NCI_C12662, 46
human, http://human.owl#NCI_C32854, 24
human, http://human.owl#NCI_C33441, 108
human, http://human.owl#NCI_C33914, 5
human, http://human.owl#NCI_C12506, 65
human, http://human.owl#NCI_C25389, 41
human, http://human.owl#NCI_C33741, 7
human, http://human.owl#NCI_C52700, 4
human, http://human.owl#NCI_C33379, 8
human, http://human.owl#NCI_C32661, 5
human, http://human.owl#NCI_C32842, 25
human, http://human.owl#NCI_C12772, 10
human, http://human.owl#NCI_C49776, 5
human, http://human.owl#NCI_C33894, 33
human, http://human.owl#NCI_C32404, 10
human, http://human.owl#NCI_C32231, 8
human, http://human.owl#NCI_C32245, 9
human, http://human.owl#NCI_C32771, 96
human, http://human.owl#NCI_C25767, 41
human, http://human.owl#NCI_C52810, 20
human, http://human.owl#NCI_C32514, 50
human, http://human.owl#NCI_C33019, 16
human, http://human.owl#NCI_C33545, 18
human, http://human.owl#NCI_C12297, 15
human, http://human.owl#NCI_C16754, 78
human, http://human.owl#NCI_C33073, 20
human, http://human.owl#NCI_C12353, 153
human, http://human.owl#NCI_C32049, 22
human, http://human.owl#NCI_C33849, 28
human, http://human.owl#NCI_C53039, 108
human, http://human.owl#NCI_C12848, 38
human, http://human.owl#NCI_C12675, 20
human, http://human.owl#NCI_C49333, 155
human, http://human.owl#NCI_C32159, 49
human, http://human.owl#NCI_C13050, 6
human, http://human.owl#NCI_C32674, 41
human, http://human.owl#NCI_C33720, 14
human, http://human.owl#NCI_C12958, 29
human, http://human.owl#NCI_C12270, 84
human, http://human.owl#NCI_C52713, 4
human, http://human.owl#NCI_C32417, 8
human, http://human.owl#NCI_C33734, 4
human, http://human.owl#NCI_C32943, 13
human, http://human.owl#NCI_C32481, 49
human, http://human.owl#NCI_C49596, 5
human, http://human.owl#NCI_C12479, 31
human, http://human.owl#NCI_C32224, 33
human, http://human.owl#NCI_C32957, 5
human, http://human.owl#NCI_C32591, 4
human, http://human.owl#NCI_C52976, 108
human, http://human.owl#NCI_C13175, 21
human, http://human.owl#NCI_C32334, 7
human, http://human.owl#NCI_C33365, 25
human, http://human.owl#NCI_C33108, 33
human, http://human.owl#NCI_C49481, 15
human, http://human.owl#NCI_C32112, 63
human, http://human.owl#NCI_C45920, 44
human, http://human.owl#NCI_C53018, 77
human, http://human.owl#NCI_C33672, 7
human, http://human.owl#NCI_C33162, 8
human, http://human.owl#NCI_C12668, 4
human, http://human.owl#NCI_C32895, 40
human, http://human.owl#NCI_C49326, 4
human, http://human.owl#NCI_C34012, 4
human, http://human.owl#NCI_C33447, 9
human, http://human.owl#NCI_C53128, 96
human, http://human.owl#NCI_C33782, 8
human, http://human.owl#NCI_C12791, 23
human, http://human.owl#NCI_C32667, 25
human, http://human.owl#NCI_C32494, 6
human, http://human.owl#NCI_C12778, 21
human, http://human.owl#NCI_C52706, 4
human, http://human.owl#NCI_C32237, 6
human, http://human.owl#NCI_C12319, 27
human, http://human.owl#NCI_C12590, 31
human, http://human.owl#NCI_C32763, 108
human, http://human.owl#NCI_C12834, 6
human, http://human.owl#NCI_C52802, 4
human, http://human.owl#NCI_C32777, 13
human, http://human.owl#NCI_C12883, 24
human, http://human.owl#NCI_C32291, 153
human, http://human.owl#NCI_C49214, 8
human, http://human.owl#NCI_C52816, 20
human, http://human.owl#NCI_C47855, 6
human, http://human.owl#NCI_C12626, 4
human, http://human.owl#NCI_C49194, 13
human, http://human.owl#NCI_C12944, 3
human, http://human.owl#NCI_C33420, 4
human, http://human.owl#NCI_C12993, 17
human, http://human.owl#NCI_C32625, 153
human, http://human.owl#NCI_C12394, 6
human, http://human.owl#NCI_C12736, 41
human, http://human.owl#NCI_C33858, 15
human, http://human.owl#NCI_C33004, 5
human, http://human.owl#NCI_C32210, 3
human, http://human.owl#NCI_C33175, 44
human, http://human.owl#NCI_C33968, 65
human, http://human.owl#NCI_C13056, 199
human, http://human.owl#NCI_C32320, 25
human, http://human.owl#NCI_C33280, 61
human, http://human.owl#NCI_C32888, 33
human, http://human.owl#NCI_C33267, 7
human, http://human.owl#NCI_C33023, 7
human, http://human.owl#NCI_C12276, 6
human, http://human.owl#NCI_C12902, 5
human, http://human.owl#NCI_C33775, 10
human, http://human.owl#NCI_C32998, 7
human, http://human.owl#NCI_C12896, 27
human, http://human.owl#NCI_C12639, 74
human, http://human.owl#NCI_C32597, 13
human, http://human.owl#NCI_C33433, 9
human, http://human.owl#NCI_C13717, 81
human, http://human.owl#NCI_C12693, 14
human, http://human.owl#NCI_C33225, 61
human, http://human.owl#NCI_C12234, 5
human, http://human.owl#NCI_C13822, 6
human, http://human.owl#NCI_C38621, 68
human, http://human.owl#NCI_C52731, 4
human, http://human.owl#NCI_C33678, 13
human, http://human.owl#NCI_C49297, 11
human, http://human.owl#NCI_C32506, 44
human, http://human.owl#NCI_C13396, 12
human, http://human.owl#NCI_C12612, 27
human, http://human.owl#NCI_C32555, 25
human, http://human.owl#NCI_C12497, 49
human, http://human.owl#NCI_C33788, 15
human, http://human.owl#NCI_C33329, 7
human, http://human.owl#NCI_C52747, 13
human, http://human.owl#NCI_C12722, 4
human, http://human.owl#NCI_C52994, 77
human, http://human.owl#NCI_C53020, 79
human, http://human.owl#NCI_C12875, 5
human, http://human.owl#NCI_C33383, 63
human, http://human.owl#NCI_C49255, 4
human, http://human.owl#NCI_C12889, 4
human, http://human.owl#NCI_C52857, 77
human, http://human.owl#NCI_C32874, 4
human, http://human.owl#NCI_C12985, 13
human, http://human.owl#NCI_C52913, 108
human, http://human.owl#NCI_C32617, 153
human, http://human.owl#NCI_C33761, 4
human, http://human.owl#NCI_C12999, 11
human, http://human.owl#NCI_C32458, 5
human, http://human.owl#NCI_C32984, 4
human, http://human.owl#NCI_C12325, 31
human, http://human.owl#NCI_C32727, 5
human, http://human.owl#NCI_C32265, 33
human, http://human.owl#NCI_C12339, 20
human, http://human.owl#NCI_C33286, 110
human, http://human.owl#NCI_C13000, 6
human, http://human.owl#NCI_C33843, 9
human, http://human.owl#NCI_C32375, 50
human, http://human.owl#NCI_C12908, 74
human, http://human.owl#NCI_C33149, 17
human, http://human.owl#NCI_C33396, 5
human, http://human.owl#NCI_C12715, 77
human, http://human.owl#NCI_C39568, 11
human, http://human.owl#NCI_C41624, 6
human, http://human.owl#NCI_C53059, 96
human, http://human.owl#NCI_C45704, 6
human, http://human.owl#NCI_C33474, 5
human, http://human.owl#NCI_C33488, 8
